timestamp,month,hour,day_of_year,solar_generation,wind_generation
2019-01-01 00:00:00,1,0,1,-0.0,45.792317193229394
2019-01-01 01:00:00,1,1,1,-0.0,20.813637349037492
2019-01-01 02:00:00,1,2,1,-0.0,47.09450792269831
2019-01-01 03:00:00,1,3,1,-0.0,40.08815829082578
2019-01-01 04:00:00,1,4,1,-0.0,40.08398802861709
2019-01-01 05:00:00,1,5,1,-0.0,59.81909986150835
2019-01-01 06:00:00,1,6,1,0.0,41.69263253449565
2019-01-01 07:00:00,1,7,1,19.658682563024456,62.6986456113327
2019-01-01 08:00:00,1,8,1,38.98734932979011,45.77528532794683
2019-01-01 09:00:00,1,9,1,46.0184587518876,38.05520321842685
2019-01-01 10:00:00,1,10,1,56.92365773570033,51.55681550274551
2019-01-01 11:00:00,1,11,1,71.20323950554457,34.950051829375205
2019-01-01 12:00:00,1,12,1,70.4102561481465,25.768374162366907
2019-01-01 13:00:00,1,13,1,61.248448389325645,22.94701529658102
2019-01-01 14:00:00,1,14,1,58.17297298444337,44.117409513165384
2019-01-01 15:00:00,1,15,1,45.474477022517355,44.91629193043664
2019-01-01 16:00:00,1,16,1,36.900849836248184,29.472241222499747
2019-01-01 17:00:00,1,17,1,19.500168858418785,31.209340814498344
2019-01-01 18:00:00,1,18,1,9.583788441996574e-15,30.721971456301162
2019-01-01 19:00:00,1,19,1,-0.0,27.795432584808665
2019-01-01 20:00:00,1,20,1,-0.0,29.213183360490582
2019-01-01 21:00:00,1,21,1,-0.0,33.55063178959575
2019-01-01 22:00:00,1,22,1,-0.0,37.361480747973715
2019-01-01 23:00:00,1,23,1,-0.0,50.45912503401716
2019-01-02 00:00:00,1,0,2,-0.0,54.2656864970055
2019-01-02 01:00:00,1,1,2,-0.0,53.43917440614572
2019-01-02 02:00:00,1,2,2,-0.0,54.06951533898007
2019-01-02 03:00:00,1,3,2,-0.0,64.05282009664796
2019-01-02 04:00:00,1,4,2,-0.0,70.70638496022039
2019-01-02 05:00:00,1,5,2,-0.0,71.1642650821391
2019-01-02 06:00:00,1,6,2,0.0,71.48856693469799
2019-01-02 07:00:00,1,7,2,16.017927626223525,55.61112286542719
2019-01-02 08:00:00,1,8,2,39.29133489370353,59.3959049749147
2019-01-02 09:00:00,1,9,2,56.87590545387189,72.24523991728203
2019-01-02 10:00:00,1,10,2,55.82512379408882,69.30811431763152
2019-01-02 11:00:00,1,11,2,80.15182489636463,84.15586595731472
2019-01-02 12:00:00,1,12,2,76.40010516299094,86.96395598292403
2019-01-02 13:00:00,1,13,2,76.24518007421382,99.89150285347847
2019-01-02 14:00:00,1,14,2,69.95503598424172,106.72651603885959
2019-01-02 15:00:00,1,15,2,59.046518063685866,91.43948931353907
2019-01-02 16:00:00,1,16,2,35.6417229982341,70.2009111629373
2019-01-02 17:00:00,1,17,2,18.31799130647469,59.85224492068557
2019-01-02 18:00:00,1,18,2,7.823635781735294e-15,57.81358383868438
2019-01-02 19:00:00,1,19,2,-0.0,55.77884223731294
2019-01-02 20:00:00,1,20,2,-0.0,45.20747626414152
2019-01-02 21:00:00,1,21,2,-0.0,43.69559704775669
2019-01-02 22:00:00,1,22,2,-0.0,65.42934584837433
2019-01-02 23:00:00,1,23,2,-0.0,52.24550705871045
2019-01-03 00:00:00,1,0,3,-0.0,39.31609196079944
2019-01-03 01:00:00,1,1,3,-0.0,45.49427792810327
2019-01-03 02:00:00,1,2,3,-0.0,51.32283349045703
2019-01-03 03:00:00,1,3,3,-0.0,30.061448155463616
2019-01-03 04:00:00,1,4,3,-0.0,36.43051313075825
2019-01-03 05:00:00,1,5,3,-0.0,43.23860169097113
2019-01-03 06:00:00,1,6,3,0.0,41.86603655590048
2019-01-03 07:00:00,1,7,3,18.503460857398412,44.077596302707164
2019-01-03 08:00:00,1,8,3,34.04603792560989,40.69672876442134
2019-01-03 09:00:00,1,9,3,41.92826169842546,60.37308294589474
2019-01-03 10:00:00,1,10,3,53.10412283008949,71.0309559434693
2019-01-03 11:00:00,1,11,3,74.13925529684418,68.8153233409244
2019-01-03 12:00:00,1,12,3,68.7157132702301,68.2066599661086
2019-01-03 13:00:00,1,13,3,52.50493428230861,55.87830048020226
2019-01-03 14:00:00,1,14,3,68.8238299050743,55.27757986012292
2019-01-03 15:00:00,1,15,3,50.22205603933013,89.06291431032115
2019-01-03 16:00:00,1,16,3,37.62512344290743,83.66124993905075
2019-01-03 17:00:00,1,17,3,19.37744747876348,73.01927048994393
2019-01-03 18:00:00,1,18,3,7.63782166240396e-15,74.61352213965345
2019-01-03 19:00:00,1,19,3,-0.0,62.04005841406487
2019-01-03 20:00:00,1,20,3,-0.0,63.82400385473727
2019-01-03 21:00:00,1,21,3,-0.0,79.26003462683992
2019-01-03 22:00:00,1,22,3,-0.0,68.88744552673525
2019-01-03 23:00:00,1,23,3,-0.0,56.871501351173215
2019-01-04 00:00:00,1,0,4,-0.0,44.4978822044876
2019-01-04 01:00:00,1,1,4,-0.0,47.96328265830611
2019-01-04 02:00:00,1,2,4,-0.0,47.56546300294921
2019-01-04 03:00:00,1,3,4,-0.0,70.26747926464525
2019-01-04 04:00:00,1,4,4,-0.0,60.78949758868768
2019-01-04 05:00:00,1,5,4,-0.0,73.05625808023588
2019-01-04 06:00:00,1,6,4,0.0,33.449935954938596
2019-01-04 07:00:00,1,7,4,19.952274252621013,60.99443901280491
2019-01-04 08:00:00,1,8,4,36.088756343627594,57.396229528718884
2019-01-04 09:00:00,1,9,4,52.98787258877337,52.8311461233666
2019-01-04 10:00:00,1,10,4,60.245472425787796,54.10987371494125
2019-01-04 11:00:00,1,11,4,63.321639955659016,74.60857838834535
2019-01-04 12:00:00,1,12,4,71.08292379917418,44.34887178939323
2019-01-04 13:00:00,1,13,4,76.26410791355059,49.75414093242706
2019-01-04 14:00:00,1,14,4,69.85951445975785,59.91872185217386
2019-01-04 15:00:00,1,15,4,45.04938713620145,62.52767157893835
2019-01-04 16:00:00,1,16,4,37.09607696536015,49.080820854374764
2019-01-04 17:00:00,1,17,4,17.721044380989092,53.455257926630715
2019-01-04 18:00:00,1,18,4,7.691227649600221e-15,51.22340249271543
2019-01-04 19:00:00,1,19,4,-0.0,60.75639602220768
2019-01-04 20:00:00,1,20,4,-0.0,49.79512120446966
2019-01-04 21:00:00,1,21,4,-0.0,44.941594274257845
2019-01-04 22:00:00,1,22,4,-0.0,62.33648145581586
2019-01-04 23:00:00,1,23,4,-0.0,42.217036252049
2019-01-05 00:00:00,1,0,5,-0.0,54.085498932255454
2019-01-05 01:00:00,1,1,5,-0.0,73.72470658972145
2019-01-05 02:00:00,1,2,5,-0.0,55.95279353545256
2019-01-05 03:00:00,1,3,5,-0.0,64.0128787494459
2019-01-05 04:00:00,1,4,5,-0.0,55.222088466248756
2019-01-05 05:00:00,1,5,5,-0.0,58.51513838777228
2019-01-05 06:00:00,1,6,5,0.0,43.06459102795397
2019-01-05 07:00:00,1,7,5,19.29279823448937,32.205497286708265
2019-01-05 08:00:00,1,8,5,36.918141896092294,17.29433210108175
2019-01-05 09:00:00,1,9,5,49.78838387896445,45.56366993246477
2019-01-05 10:00:00,1,10,5,53.48930216218485,59.563626697607674
2019-01-05 11:00:00,1,11,5,70.18921411078296,34.88282740562814
2019-01-05 12:00:00,1,12,5,79.31557896708019,40.899249269646866
2019-01-05 13:00:00,1,13,5,70.90004243504289,39.099161520525335
2019-01-05 14:00:00,1,14,5,52.842127118043074,55.538095407824684
2019-01-05 15:00:00,1,15,5,44.873898404478375,50.532802226041746
2019-01-05 16:00:00,1,16,5,31.376025543637276,49.59843524035237
2019-01-05 17:00:00,1,17,5,17.15762232995401,46.55794466362759
2019-01-05 18:00:00,1,18,5,9.173062489982518e-15,53.86617643400046
2019-01-05 19:00:00,1,19,5,-0.0,54.143089412819755
2019-01-05 20:00:00,1,20,5,-0.0,46.857992323581655
2019-01-05 21:00:00,1,21,5,-0.0,50.65168044008238
2019-01-05 22:00:00,1,22,5,-0.0,64.95102309713803
2019-01-05 23:00:00,1,23,5,-0.0,72.73532048491039
2019-01-06 00:00:00,1,0,6,-0.0,57.0436925012601
2019-01-06 01:00:00,1,1,6,-0.0,35.16551263308402
2019-01-06 02:00:00,1,2,6,-0.0,20.524193747389184
2019-01-06 03:00:00,1,3,6,-0.0,48.41078278019333
2019-01-06 04:00:00,1,4,6,-0.0,30.871904313932014
2019-01-06 05:00:00,1,5,6,-0.0,32.08288497778349
2019-01-06 06:00:00,1,6,6,0.0,24.956097169965435
2019-01-06 07:00:00,1,7,6,19.14508401235822,12.52447258831173
2019-01-06 08:00:00,1,8,6,36.72303217594975,20.03201296688661
2019-01-06 09:00:00,1,9,6,52.24837607692724,42.457071879377324
2019-01-06 10:00:00,1,10,6,50.023280279796715,31.877366414237727
2019-01-06 11:00:00,1,11,6,73.3127558042165,35.40140353084057
2019-01-06 12:00:00,1,12,6,71.6951586652186,31.342159757694652
2019-01-06 13:00:00,1,13,6,62.38258614814452,38.19558511583148
2019-01-06 14:00:00,1,14,6,67.02582664554014,59.85715212824935
2019-01-06 15:00:00,1,15,6,50.68013439988446,50.550327826923066
2019-01-06 16:00:00,1,16,6,28.969121555716793,63.0094277216578
2019-01-06 17:00:00,1,17,6,19.72225256879074,49.99057958326797
2019-01-06 18:00:00,1,18,6,9.09130266506867e-15,50.75917888946922
2019-01-06 19:00:00,1,19,6,-0.0,33.54248402560289
2019-01-06 20:00:00,1,20,6,-0.0,60.0981773012785
2019-01-06 21:00:00,1,21,6,-0.0,53.78971429841184
2019-01-06 22:00:00,1,22,6,-0.0,77.00996896854318
2019-01-06 23:00:00,1,23,6,-0.0,72.63876825500785
2019-01-07 00:00:00,1,0,7,-0.0,88.70641965258534
2019-01-07 01:00:00,1,1,7,-0.0,61.13709313630323
2019-01-07 02:00:00,1,2,7,-0.0,47.141065486546964
2019-01-07 03:00:00,1,3,7,-0.0,22.507675003078468
2019-01-07 04:00:00,1,4,7,-0.0,18.457016972448827
2019-01-07 05:00:00,1,5,7,-0.0,25.43107919044285
2019-01-07 06:00:00,1,6,7,0.0,22.742051692771085
2019-01-07 07:00:00,1,7,7,17.483643657624068,32.70309552201184
2019-01-07 08:00:00,1,8,7,35.10630528260904,30.616275271610345
2019-01-07 09:00:00,1,9,7,43.47082067241127,41.15735799029054
2019-01-07 10:00:00,1,10,7,59.3841117522244,29.846978179979317
2019-01-07 11:00:00,1,11,7,69.00252394242703,45.221054787052196
