timestamp,month_weather,hour_weather,day_of_year_weather,temperature,wind_speed,solar_radiation,cloud_cover,day_of_week_weather,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,solar_generation,wind_generation,hour_power,day_of_year_power,month_power,day_of_week_power
2019-01-01 00:00:00,1,0,1,-3.674296816562386,11.57483997138294,0.6471990072616248,0.7718721671116362,1,0.0,1.0,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,45.792317193229394,0,1,1,1
2019-01-01 01:00:00,1,1,1,-3.650158499414617,6.034409113263525,3.0890911596760646,0.4298354659038959,1,0.25881904510252074,0.9659258262890683,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,20.813637349037492,1,1,1,1
2019-01-01 02:00:00,1,2,1,-0.872348046383467,8.221598585331584,6.495583633602445,1.0,1,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,47.09450792269831,2,1,1,1
2019-01-01 03:00:00,1,3,1,1.9138684961639365,7.342434931734934,3.0121015671853457,1.0,1,0.7071067811865475,0.7071067811865476,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,40.08815829082578,3,1,1,1
2019-01-01 04:00:00,1,4,1,-0.8059048531093307,8.52226059313967,0.0,1.0,1,0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,40.08398802861709,4,1,1,1
2019-01-01 05:00:00,1,5,1,-0.3063699050378711,10.831114780503986,0.0,0.8778830683284136,1,0.9659258262890683,0.25881904510252074,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,59.81909986150835,5,1,1,1
2019-01-01 06:00:00,1,6,1,3.4907005084299314,6.736175753642821,13.247430059843603,1.0,1,1.0,6.123233995736766e-17,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,41.69263253449565,6,1,1,1
2019-01-01 07:00:00,1,7,1,1.6967734671663075,10.385127441843489,191.55859669541044,1.0,1,0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,19.658682563024456,62.6986456113327,7,1,1,1
2019-01-01 08:00:00,1,8,1,-1.2765468755325622,7.574749633593812,408.3529350110415,1.0,1,0.8660254037844387,-0.49999999999999983,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,38.98734932979011,45.77528532794683,8,1,1,1
2019-01-01 09:00:00,1,9,1,-0.0470711294801844,12.289400789609603,541.0622608047736,0.7859699286715549,1,0.7071067811865476,-0.7071067811865475,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,46.0184587518876,38.05520321842685,9,1,1,1
2019-01-01 10:00:00,1,10,1,-3.0945605082097765,6.825136479094902,581.1703587561203,0.6237534160529578,1,0.49999999999999994,-0.8660254037844387,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,56.92365773570033,51.55681550274551,10,1,1,1
2019-01-01 11:00:00,1,11,1,-4.30508940421276,11.51251990840354,688.4207361955272,0.4893911448483926,1,0.258819045102521,-0.9659258262890682,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,71.20323950554457,34.950051829375205,11,1,1,1
2019-01-01 12:00:00,1,12,1,-4.183800579452782,6.142632155379276,705.76401141021,0.3052170984448986,1,1.2246467991473532e-16,-1.0,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,70.4102561481465,25.768374162366907,12,1,1,1
2019-01-01 13:00:00,1,13,1,-9.788380837413053,9.001066507556367,696.5346672668877,0.6696332421446215,1,-0.2588190451025208,-0.9659258262890683,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,61.248448389325645,22.94701529658102,13,1,1,1
2019-01-01 14:00:00,1,14,1,-10.617560787610916,10.464514414785944,624.5417655168422,0.7162657127618621,1,-0.4999999999999998,-0.8660254037844388,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,58.17297298444337,44.117409513165384,14,1,1,1
2019-01-01 15:00:00,1,15,1,-9.327834086999532,6.867056662053339,540.6340147917934,0.5769135662006439,1,-0.7071067811865471,-0.7071067811865479,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,45.474477022517355,44.91629193043664,15,1,1,1
2019-01-01 16:00:00,1,16,1,-11.02351438217589,7.405889742446217,369.5318401983418,0.8317380725613996,1,-0.8660254037844384,-0.5000000000000004,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,36.900849836248184,29.472241222499747,16,1,1,1
2019-01-01 17:00:00,1,17,1,-8.868859588839644,8.550918144561882,248.2214105288736,0.714920587087488,1,-0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,19.500168858418785,31.209340814498344,17,1,1,1
2019-01-01 18:00:00,1,18,1,-11.483773273627271,7.722278569212779,12.050156883118092,1.0,1,-1.0,-1.8369701987210297e-16,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,9.583788441996574e-15,30.72197145630116,18,1,1,1
2019-01-01 19:00:00,1,19,1,-12.321961656700775,7.225997627998901,0.0,0.6825804083095293,1,-0.9659258262890684,0.2588190451025203,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,27.795432584808665,19,1,1,1
2019-01-01 20:00:00,1,20,1,-6.066554603663937,11.281403448615482,0.0,0.6479795599363326,1,-0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,29.213183360490586,20,1,1,1
2019-01-01 21:00:00,1,21,1,-8.654811629490661,12.794223195207222,30.189453536587923,0.8108861214943435,1,-0.7071067811865477,0.7071067811865474,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,33.55063178959575,21,1,1,1
2019-01-01 22:00:00,1,22,1,-7.032668713209006,12.488212182909212,0.0,1.0,1,-0.5000000000000004,0.8660254037844384,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,37.361480747973715,22,1,1,1
2019-01-01 23:00:00,1,23,1,-8.811316720524374,9.83873743182982,0.0,0.6272447740062683,1,-0.25881904510252157,0.9659258262890681,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387,0.0,50.45912503401716,23,1,1,1
2019-01-02 00:00:00,1,0,2,-5.700272276636673,10.360019034366818,0.5348603562615216,1.0,2,0.0,1.0,0.03442161162274574,0.9994074007397048,0.49999999999999994,0.8660254037844387,0.0,54.2656864970055,0,2,1,2
2019-01-02 01:00:00,1,1,2,-3.0955664226539716,6.661925554141385,47.546105926058274,0.5355386477548965,2,0.25881904510252074,0.9659258262890683,0.03442161162274574,0.9994074007397048,0.49999999999999994,0.8660254037844387,0.0,53.43917440614572,1,2,1,2
2019-01-02 02:00:00,1,2,2,-4.413493982430913,8.36052815600356,65.35177159774388,0.8147070995130807,2,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,0.49999999999999994,0.8660254037844387,0.0,54.06951533898007,2,2,1,2
2019-01-02 03:00:00,1,3,2,-0.3245768849622261,8.823104115173525,0.0,0.5814410492114107,2,0.7071067811865475,0.7071067811865476,0.03442161162274574,0.9994074007397048,0.49999999999999994,0.8660254037844387,0.0,64.05282009664796,3,2,1,2
2019-01-02 04:00:00,1,4,2,-1.4826571885017246,9.365700272491868,53.04143434929421,0.3420764017952925,2,0.8660254037844386,0.5000000000000001,0.03442161162274574,0.9994074007397048,0.49999999999999994,0.8660254037844387,0.0,70.70638496022039,4,2,1,2
2019-01-02 05:00:00,1,5,2,-0.3652651957275195,9.311427594358284,3.6133954884448936,0.9373466355869896,2,0.9659258262890683,0.25881904510252074,0.03442161162274574,0.9994074007397048,0.49999999999999994,0.8660254037844387,0.0,71.1642650821391,5,2,1,2
2019-01-02 06:00:00,1,6,2,-0.8149200520451012,8.609229336441587,0.0,0.828494052905716,2,1.0,6.123233995736766e-17,0.03442161162274574,0.9994074007397048,0.49999999999999994,0.8660254037844387,0.0,71.48856693469799,6,2,1,2
